abstract,keyword,country
"Atacama Large Millimeter/Submillimeter Array (ALMA) has revolutionized the field of dust polarization in protoplanetary disks across multiple wavelengths. Previous observations and empirical modeling suggested multiple mechanisms of dust polarization toward HL Tau, including grain alignment and dust scattering. However, a detailed modeling of dust polarization based on grain alignment physics is not yet available. Here, using our updated POLARIS code, we perform numerical modeling of dust polarization arising from both grain alignment by Magnetically Enhanced Radiative Torque (MRAT) mechanism and self-scattering to reproduce the HL Tau polarization observed at three wavelengths 0.87, 1.3, and 3.1 mm. Our modeling results show that the observed multi-wavelength polarization could be reproduced only when large grains contain embedded iron inclusions and those with slow internal relaxation must have wrong internal alignment (i.e., the grain’s major axis parallel to its angular momentum). The abundance of iron embedded inside grains in the form of clusters is constrained to be ≳16greater-than-or-equivalent-toabsent16\gtrsim 16≳ 16%, and the number of iron atoms per cluster is Ncl∼2×103similar-tosubscript𝑁cl2superscript103N_{\rm cl}\sim 2\times 10^{3}italic_N start_POSTSUBSCRIPT roman_cl end_POSTSUBSCRIPT ∼ 2 × 10 start_POSTSUPERSCRIPT 3 end_POSTSUPERSCRIPT. Maximum grain sizes probed at wavelengths λ𝜆\lambdaitalic_λ = 0.87, 1.3, and 3.1 mm are constrained at ∼similar-to\sim∼ 60, 90, and 130μ𝜇\,\muitalic_μm, respectively. Assuming a dust differential settling effect with grain sizes from the constraint gives the value of maximum grain size at the disk mid-plane to be millimeter-scaled.","['Protoplanetary disks;', 'Polarimetry;', 'Radio astronomy;', 'Circumstellar dust;', 'Magnetic field']","['Vietnam', 'Vietnam', 'Vietnam', 'Vietnam', 'Korea', 'Korea', 'Germany', 'Vietnam', 'Vietnam', 'Vietnam', 'Vietnam', 'Korea', 'Korea']"
"The intrinsic resolution is the primary limitation on the total energy resolution of LaBr33{}_{3}start_FLOATSUBSCRIPT 3 end_FLOATSUBSCRIPT(Ce) crystal. This intrinsic resolution arises from two effects: fluctuations occurring in the process of energy transfer to luminescent centers within the LaBr33{}_{3}start_FLOATSUBSCRIPT 3 end_FLOATSUBSCRIPT(Ce) crystal and the LaBr33{}_{3}start_FLOATSUBSCRIPT 3 end_FLOATSUBSCRIPT(Ce) crystal’s non-proportional luminescence. Presently, experimental measurements regarding the intrinsic resolution of LaBr33{}_{3}start_FLOATSUBSCRIPT 3 end_FLOATSUBSCRIPT(Ce) crystal are scarce, and the underlying physical mechanisms remain incompletely understood. In this paper, we aim to elucidate the concept of intrinsic resolution. We investigated the entire physical process of luminescence following energy deposition in the LaBr33{}_{3}start_FLOATSUBSCRIPT 3 end_FLOATSUBSCRIPT(Ce) crystal, quantifying the various components in the total energy resolution. We conducted a series of experimental measurements and Geant4 simulations, determining the intrinsic resolution of LaBr33{}_{3}start_FLOATSUBSCRIPT 3 end_FLOATSUBSCRIPT(Ce) crystal to 100 keV electrons as 2.12%. The non-proportionality contributes significantly at 1.43%, while fluctuations in the energy transfer process accounted for 0.27%. It is evident that non-proportionality in light output constitutes the primary source of intrinsic resolution. Horizontal and vertical unevenness in light collection contributed 0.25% and 0.07%, respectively. Statistical fluctuations showed the largest impact on the total energy resolution, at 2.86%. The contribution from fluctuations in single-photoelectron events was 0.77%. Furthermore, we reconstructed the photon response using Geant4, and the consistency between the simulated relative light yield and the experimentally measured one confirmed the reliability of the LaBr33{}_{3}start_FLOATSUBSCRIPT 3 end_FLOATSUBSCRIPT(Ce) detector mass model employed in the simulation.","['LaBr33{}_{3}start_FLOATSUBSCRIPT 3 end_FLOATSUBSCRIPT(Ce) detector,', 'Energy', 'Response,', 'Intrinsic', 'Resolution,', 'Non-proportional', 'Light', 'Yield,', 'Energy', 'Transfer', 'Process']","['China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China']"
"The intrinsic alignment (IA) of galaxies acts as a systematic effect in weak lensing measurements and tends to introduce biases. It mimics the gravitational lensing signal which makes it difficult to distinguish it from the true gravitational weak lensing effect. Hence, it is critical to account for the noise for correctly interpreting the results. This study aims at a quantitative analysis of IA using the Tidal Alignment and Tidal Torquing (TATT) model. We also investigate how the signals for shear and galaxy-galaxy lensing behave upon changing the parameters of the TATT model.
The data for this study was prepared with a computational pipeline based on the Cocoa model to explore the parameter space of the intrinsic shape signal.
Through this work, we identify that linear terms of the intrinsic shape signal are dominant in the case of GGL while the higher-order terms dictate the shear signal.","['Intrinsic', 'Alignments —', 'Weak', 'Gravitational', 'Lensing —', 'Tidal', 'Alignment —', 'Tidal', 'Torquing —', 'Cosmic', 'Shear —', 'Galaxy', 'Alignments']",['States']
"Agency is an important human characteristic that users of automated complex technologies are usually denied.
This affects the user’s experience leading to decreased satisfaction and productivity.
In this paper, we consider the ridesharing context and interviewed 7 drivers to understand the controls that would improve the agency they feel.
The results show that they desire transparency, community and an effective ability to seek redress.","['User', 'Agency,', 'Ridesharing']","['ParkPAUSA16802', 'ParkPAUSA16802']"
"This paper explores the impact of biologically plausible neuron models on the performance of Spiking Neural Networks (SNNs) for regression tasks. While SNNs are widely recognized for classification tasks, their application to Scientific Machine Learning and regression remains underexplored. We focus on the membrane component of SNNs, comparing four neuron models: Leaky Integrate-and-Fire, FitzHugh–Nagumo, Izhikevich, and Hodgkin-Huxley. We investigate their effect on SNN accuracy and efficiency for function regression tasks, by using Euler and Runge-Kutta 4th-order approximation schemes. We show how more biologically plausible neuron models improve the accuracy of SNNs while reducing the number of spikes in the system. The latter represents an energetic gain on actual neuromorphic chips since it directly reflects the amount of energy required for the computations.","['Index', 'Terms: ', 'Spiking', 'Neural', 'Networks,', 'LIF model,', 'FitzHugh-Nagumo model,', 'Izhikevich model,', 'Hodgkin-Huxley model,', 'Regression,', 'Scientific', 'Machine', 'Learning']","['mario_de_florio@brown.edu', 'adar_kahana@brown.edu', 'george_karniadakis@brown.edu']"
"It has been more than 30 years since the enigmatic 21 μ𝜇\muitalic_μm emission feature was first discovered in protoplanetary nebulae (PPNs).
Although dozens of different dust carrier candidates have been proposed, there is as yet no widely accepted one.
We present the results of molecular observations toward 21 μ𝜇\muitalic_μm objects using the 10 m Submillimeter Telescope of Arizona Radio Observatory at the 1.3 mm band
and the 13.7 m telescope of Purple Mountain Observatory at the 3 mm band,
aiming to investigate whether the gas-phase environments of these unusual sources have some peculiarities compared to normal PPNs.
We detect 31 emission lines belonging to seven different molecular species, most of which are the first detection in 21 μ𝜇\muitalic_μm PPNs.
The observations provide clues on the identification of the 21 μ𝜇\muitalic_μm feature.
We report a correlation study between the fractional abundance of gas-phase molecules and the strengths of the 21 μ𝜇\muitalic_μm emission.
Our study shows that given the small sample size, the 21 μ𝜇\muitalic_μm feature has weak or no correlations with the gas-phase molecules.
Future radio observations of high spatial and spectral resolution toward a large sample are desirable to elucidate the 21 μ𝜇\muitalic_μm emission phenomena.","['21\u2009μ𝜇\\muitalic_μm feature —', 'ISM: molecules — circumstellar matter —', 'Line: identification —', 'Circumstellar envelopes']","['China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China', 'China']"
"Answering questions using pre-trained language models (LMs) and knowledge graphs (KGs) presents challenges in identifying relevant knowledge and performing joint reasoning. We compared LMs (fine-tuned for the task) with the previously published QAGNN method for the Question-answering (QA) objective and further measured the impact of additional factual context on the QAGNN performance. The QAGNN method employs LMs to encode QA context and estimate KG node importance, and effectively update the question choice entity representations using Graph Neural Networks (GNNs). We further experimented with enhancing the QA context encoding by incorporating relevant knowledge facts for the question stem. The models are trained on the OpenbookQA dataset, which contains ~6000 4-way multiple choice questions and is widely used as a benchmark for QA tasks.
Through our experimentation, we found that incorporating knowledge facts context led to a significant improvement in performance. In contrast, the addition of knowledge graphs to language models resulted in only a modest increase. This suggests that the integration of contextual knowledge facts may be more impactful for enhancing question-answering performance compared to solely adding knowledge graphs.","['Knowledge graphs (KG), language models (LM), question and answering (QA), graph neural networks (GNN)']","['GeorgiaAtlantaGeorgiaUSA', 'GeorgiaAtlantaGeorgiaUSA', 'GeorgiaAtlantaGeorgiaUSA', 'GeorgiaAtlantaGeorgiaUSA']"
"We perform a combined fit of the invariant mass distribution of X⁢(3872)→J/ψ⁢π+⁢π−→𝑋3872𝐽𝜓superscript𝜋superscript𝜋{X(3872)}\rightarrow{J}/{\psi}\pi^{+}\pi^{-}italic_X ( 3872 ) → italic_J / italic_ψ italic_π start_POSTSUPERSCRIPT + end_POSTSUPERSCRIPT italic_π start_POSTSUPERSCRIPT - end_POSTSUPERSCRIPT from LHCb and X⁢(3872)→D0⁢D¯0⁣*→𝑋3872superscript𝐷0superscript¯𝐷0{X(3872)}\rightarrow{D}^{0}\overline{D}^{0*}italic_X ( 3872 ) → italic_D start_POSTSUPERSCRIPT 0 end_POSTSUPERSCRIPT over¯ start_ARG italic_D end_ARG start_POSTSUPERSCRIPT 0 * end_POSTSUPERSCRIPT from Belle using an effective field theory approach. In this approach, we can directly determine the Z𝑍Zitalic_Z which is the probability of finding the compact component in X⁢(3872)𝑋3872{X(3872)}italic_X ( 3872 ). In the combined analysis, we find that the Z𝑍Zitalic_Z is 0.52±0.11plus-or-minus0.520.110.52\pm 0.110.52 ± 0.11 for X⁢(3872)𝑋3872{X(3872)}italic_X ( 3872 ).","['Exotic hadron,', 'X\u2062(3872)𝑋3872{X(3872)}italic_X ( 3872 ),', 'Compositeness criterion,', 'Effective field theory,', 'Lineshape']","['China', 'China']"
"Deep neural networks have significantly improved the performance of face forgery detection models in discriminating Artificial Intelligent Generated Content (AIGC). However, their security is significantly threatened by the injection of triggers during model training (i.e., backdoor attacks). Although existing backdoor defenses and manual data selection can mitigate those using human-eye-sensitive triggers, such as patches or adversarial noises, the more challenging natural backdoor triggers remain insufficiently researched. To further investigate natural triggers, we propose a novel analysis-by-synthesis backdoor attack against face forgery detection models, which embeds natural triggers in the latent space. We thoroughly study such backdoor vulnerability from two perspectives: (1) Model Discrimination (Optimization-Based Trigger): we adopt a substitute detection model and find the trigger by minimizing the cross-entropy loss; (2) Data Distribution (Custom Trigger): we manipulate the uncommon facial attributes in the long-tailed distribution to generate poisoned samples without the supervision from detection models. Furthermore, to completely evaluate the detection models towards the latest AIGC, we utilize both state-of-the-art StyleGAN and Stable Diffusion for trigger generation. Finally, these backdoor triggers introduce specific semantic features to the generated poisoned samples (e.g., skin textures and smile), which are more natural and robust. Extensive experiments show that our method is superior from three levels: (1) Attack Success Rate: ours achieves a high attack success rate (over 99%percent\%%) and incurs a small model accuracy drop (below 0.2%percent\%%) with a low poisoning rate (less than 3%percent\%%); (2) Backdoor Defense: ours shows better robust performance when faced with existing backdoor defense methods; (3) Human Inspection: ours is less human-eye-sensitive from a comprehensive user study.",['Backdoor attacks; face forgery detection; facial attribute editing'],"['SciencesBeijingChina', 'SciencesBeijingChina', 'SciencesBeijingChina', 'TechnologyNanjingChina', 'SciencesBeijingChina']"
"In today’s era, users have increasingly high expectations regarding the performance and efficiency of communication networks. Network operators aspire to achieve efficient network planning, operation, and optimization through Digital Twin Networks (DTN). The effectiveness of DTN heavily relies on the network model, with graph neural networks (GNN) playing a crucial role in network modeling. However, existing network modeling methods still lack a comprehensive understanding of communication networks. In this paper, we propose DWNet (Deeper and Wider Networks), a heterogeneous graph neural network modeling method based on data-driven approaches that aims to address end-to-end latency and jitter prediction in network models. This method stands out due to two distinctive features: firstly, it introduces deeper levels of state participation in the message passing process; secondly, it extensively integrates relevant features during the feature fusion process. Through experimental validation and evaluation, our model achieves higher prediction accuracy compared to previous research achievements, particularly when dealing with unseen network topologies during model training. Our model not only provides more accurate predictions but also demonstrates stronger generalization capabilities across diverse topological structures.","['Index', 'Terms: \ndigital twin, graph neural networks, deep learning, network modeling']",['0000-0002-2978-0659']
"The following paper proposes a new target localization system design using an architecture based on reconfigurable intelligent surfaces (RISs) and passive radars (PRs) for integrated sensing and communications systems.
The preamble of the communication signal is exploited in order to perform target sensing tasks, which involve detection and localization.
The RIS in this case can aid the PR in sensing targets that are otherwise not seen by the PR itself, due to the many obstacles encountered within the propagation channel.
Therefore, this work proposes a localization algorithm tailored for the integrated sensing and communications RIS-aided architecture, which is capable of uniquely positioning targets within the scene.
The algorithm is capable of detecting the number of targets along with estimating the position of targets via angles and times of arrival.
Our simulation results demonstrate the performance of the localization method in terms of different localization and detection metrics and for increasing RIS sizes.","['Index', 'Terms: \nintegrated sensing and communications (ISAC), reconfigurable intelligent surfaces (RIS), 6G, localization, passive radar']","['UAE.', 'USA']"
"Accreting supermassive black holes (SMBHs) frequently power jets that interact with the interstellar/circumgalactic medium (ISM/CGM), regulating star-formation in the galaxy. Highly supersonic jets launched by active galactic nuclei (AGN) power a cocoon that confines them and shocks the ambient medium. We build upon the models of narrow conical jets interacting with a smooth ambient medium, to include the effect of dense clouds that are an essential ingredient of a multiphase ISM. The key physical ingredient of this model is that the clouds along the supersonic jet-beam strongly decelerate the jet-head, but the subsonic cocoon easily moves around the clouds without much resistance. We propose scalings for important physical quantities – cocoon pressure, head & cocoon speed, and jet radius. We obtain, for the first time, the analytic condition on clumpiness of the ambient medium for the jet to dissipate within the cocoon and verify it with numerical simulations of conical jets interacting with a uniform ISM with embedded spherical clouds. A jet is defined to be dissipated when the cocoon speed exceeds the speed of the jet-head. We compare our models to more sophisticated numerical simulations, direct observations of jet-ISM interaction (e.g., quasar J1316+1753), and discuss implications for the Fermi/eROSITA bubbles. Our work also motivates effective subgrid models for AGN jet feedback in a clumpy ISM unresolved by the present generation of cosmological galaxy formation simulations.","['ISM: jets and outflows – galaxies: jets –', 'ISM: clouds – galaxies: clusters: intracluster medium']","['India', 'India', 'Israel', 'India', 'USA']"
"Despite recent initiatives aimed at improving accessibility, the field of digital accessibility remains markedly behind contemporary advancements in the software industry as a large number of real world software and web applications continue to fall short of accessibility requirements.
A persisting skills deficit within the existing technology workforce has been an enduring impediment, hindering organizations from delivering truly accessible software products.
This, in turn, elevates the risk of isolating and excluding a substantial portion of potential users.
In this paper, we report lessons learned from a training program for teaching digital accessibility using the Communities of Practice (CoP) framework to industry professionals.
We recruited 66 participants from a large multi-national software company and assigned them to two groups: one participating in a CoP and the other using self-paced learning.
We report experiences from designing the training program, conducting the actual training, and assessing the efficiency of the two approaches.
Based on these findings, we provide recommendations for practitioners in Learnng and Development teams and educators in designing accessibility courses for industry professionals.","['Accessibility (a11y), massive open online courses, communities of practice,', 'Computing', 'Education']","['CampusGoaIndia403726', 'CampusGoaIndia403726']"
"A UserWay study in 2021 indicates that an annual global e-commerce revenue loss of approximately $16 billion can be attributed to inaccessible websites and applications. According to the 2023 WebAIM study, only 3.7% of the world’s top one million website homepages are fully accessible. This shows that many software developers use poor coding practices that don’t adhere to the Web Content Accessibility Guidelines (WCAG). This research centers on software professionals and their role in addressing accessibility. This work seeks to understand (a) who within the software development community actively practices accessibility, (b) when and how accessibility is considered in the software development lifecycle, (c) the various challenges encountered in building accessible software, and (d) the resources required by software professionals to enhance product accessibility. Our survey of 269 software professionals from India sheds light on the pressing need for accessibility education within the software industry. A substantial majority (69.9%, N=269) of respondents express the need for training materials, workshops, and bootcamps to enhance their accessibility skills. We present a list of actionable recommendations that can be implemented within the industry to promote accessibility awareness and skills. We also open source our raw data for further research, encouraging continued exploration in this domain.","['Accessibility (a11y),', 'Indian', 'IT', 'Industry, accessibility education']","['CampusGoaIndia403726', 'CampusGoaIndia403726']"
